Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution
2	12	4	3	Sample-X-1-7	Sample	1.5625
2	12	4	4	PosCtrl	PosCtrl	100
3	1	1	1	Sample-X-1-1	Sample	100
3	1	1	2	Sample-X-1-2	Sample	50
3	1	1	3	Sample-X-1-3	Sample	25
3	1	1	4	Sample-X-1-4	Sample	12.5
3	1	2	1	Sample-X-1-5	Sample	6.25
3	1	2	2	Sample-X-1-6	Sample	3.125
3	1	2	3	Sample-X-1-7	Sample	1.5625
3	1	2	4	NegCtrl	NegCtrl	0
3	1	3	1	Sample-X-1-1	Sample	100
3	1	3	2	Sample-X-1-2	Sample	50
3	1	3	3	Sample-X-1-3	Sample	25
3	1	3	4	Sample-X-1-4	Sample	12.5
3	1	4	1	Sample-X-1-5	Sample	6.25
3	1	4	2	Sample-X-1-6	Sample	3.125
3	1	4	3	Sample-X-1-7	Sample	1.5625
3	1	4	4	PosCtrl	PosCtrl	100
3	2	1	1	Sample-X-1-1	Sample	100
3	2	1	2	Sample-X-1-2	Sample	50
3	2	1	3	Sample-X-1-3	Sample	25
3	2	1	4	Sample-X-1-4	Sample	12.5
3	2	2	1	Sample-X-1-5	Sample	6.25
3	2	2	2	Sample-X-1-6	Sample	3.125
3	2	2	3	Sample-X-1-7	Sample	1.5625
3	2	2	4	NegCtrl	NegCtrl	0
3	2	3	1	Sample-X-1-1	Sample	100
3	2	3	2	Sample-X-1-2	Sample	50
3	2	3	3	Sample-X-1-3	Sample	25
3	2	3	4	Sample-X-1-4	Sample	12.5
3	2	4	1	Sample-X-1-5	Sample	6.25
3	2	4	2	Sample-X-1-6	Sample	3.125
3	2	4	3	Sample-X-1-7	Sample	1.5625
3	2	4	4	PosCtrl	PosCtrl	100
3	3	1	1	Sample-X-1-1	Sample	100
3	3	1	2	Sample-X-1-2	Sample	50
3	3	1	3	Sample-X-1-3	Sample	25
3	3	1	4	Sample-X-1-4	Sample	12.5
3	3	2	1	Sample-X-1-5	Sample	6.25
3	3	2	2	Sample-X-1-6	Sample	3.125
3	3	2	3	Sample-X-1-7	Sample	1.5625
3	3	2	4	NegCtrl	NegCtrl	0
3	3	3	1	Sample-X-1-1	Sample	100
3	3	3	2	Sample-X-1-2	Sample	50
3	3	3	3	Sample-X-1-3	Sample	25
3	3	3	4	Sample-X-1-4	Sample	12.5
3	3	4	1	Sample-X-1-5	Sample	6.25
3	3	4	2	Sample-X-1-6	Sample	3.125
3	3	4	3	Sample-X-1-7	Sample	1.5625
3	3	4	4	PosCtrl	PosCtrl	100
3	4	1	1	Sample-X-1-1	Sample	100
3	4	1	2	Sample-X-1-2	Sample	50
3	4	1	3	Sample-X-1-3	Sample	25
3	4	1	4	Sample-X-1-4	Sample	12.5
3	4	2	1	Sample-X-1-5	Sample	6.25
3	4	2	2	Sample-X-1-6	Sample	3.125
3	4	2	3	Sample-X-1-7	Sample	1.5625
3	4	2	4	NegCtrl	NegCtrl	0
3	4	3	1	Sample-X-1-1	Sample	100
3	4	3	2	Sample-X-1-2	Sample	50
3	4	3	3	Sample-X-1-3	Sample	25
3	4	3	4	Sample-X-1-4	Sample	12.5
3	4	4	1	Sample-X-1-5	Sample	6.25
3	4	4	2	Sample-X-1-6	Sample	3.125
3	4	4	3	Sample-X-1-7	Sample	1.5625
3	4	4	4	PosCtrl	PosCtrl	100
3	5	1	1	Sample-X-1-1	Sample	100
3	5	1	2	Sample-X-1-2	Sample	50
3	5	1	3	Sample-X-1-3	Sample	25
3	5	1	4	Sample-X-1-4	Sample	12.5
3	5	2	1	Sample-X-1-5	Sample	6.25
3	5	2	2	Sample-X-1-6	Sample	3.125
3	5	2	3	Sample-X-1-7	Sample	1.5625
3	5	2	4	NegCtrl	NegCtrl	0
3	5	3	1	Sample-X-1-1	Sample	100
3	5	3	2	Sample-X-1-2	Sample	50
3	5	3	3	Sample-X-1-3	Sample	25
3	5	3	4	Sample-X-1-4	Sample	12.5
3	5	4	1	Sample-X-1-5	Sample	6.25
3	5	4	2	Sample-X-1-6	Sample	3.125
3	5	4	3	Sample-X-1-7	Sample	1.5625
3	5	4	4	PosCtrl	PosCtrl	100
3	6	1	1	Sample-X-1-1	Sample	100
3	6	1	2	Sample-X-1-2	Sample	50
3	6	1	3	Sample-X-1-3	Sample	25
3	6	1	4	Sample-X-1-4	Sample	12.5
3	6	2	1	Sample-X-1-5	Sample	6.25
3	6	2	2	Sample-X-1-6	Sample	3.125
3	6	2	3	Sample-X-1-7	Sample	1.5625
3	6	2	4	NegCtrl	NegCtrl	0
3	6	3	1	Sample-X-1-1	Sample	100
3	6	3	2	Sample-X-1-2	Sample	50
3	6	3	3	Sample-X-1-3	Sample	25
3	6	3	4	Sample-X-1-4	Sample	12.5
3	6	4	1	Sample-X-1-5	Sample	6.25
3	6	4	2	Sample-X-1-6	Sample	3.125
3	6	4	3	Sample-X-1-7	Sample	1.5625
3	6	4	4	PosCtrl	PosCtrl	100
3	7	1	1	Sample-X-1-1	Sample	100
3	7	1	2	Sample-X-1-2	Sample	50
3	7	1	3	Sample-X-1-3	Sample	25
3	7	1	4	Sample-X-1-4	Sample	12.5
3	7	2	1	Sample-X-1-5	Sample	6.25
3	7	2	2	Sample-X-1-6	Sample	3.125
3	7	2	3	Sample-X-1-7	Sample	1.5625
3	7	2	4	NegCtrl	NegCtrl	0
3	7	3	1	Sample-X-1-1	Sample	100
3	7	3	2	Sample-X-1-2	Sample	50
3	7	3	3	Sample-X-1-3	Sample	25
3	7	3	4	Sample-X-1-4	Sample	12.5
3	7	4	1	Sample-X-1-5	Sample	6.25
3	7	4	2	Sample-X-1-6	Sample	3.125
3	7	4	3	Sample-X-1-7	Sample	1.5625
3	7	4	4	PosCtrl	PosCtrl	100
3	8	1	1	Sample-X-1-1	Sample	100
3	8	1	2	Sample-X-1-2	Sample	50
3	8	1	3	Sample-X-1-3	Sample	25
3	8	1	4	Sample-X-1-4	Sample	12.5
3	8	2	1	Sample-X-1-5	Sample	6.25
3	8	2	2	Sample-X-1-6	Sample	3.125
3	8	2	3	Sample-X-1-7	Sample	1.5625
3	8	2	4	NegCtrl	NegCtrl	0
3	8	3	1	Sample-X-1-1	Sample	100
3	8	3	2	Sample-X-1-2	Sample	50
3	8	3	3	Sample-X-1-3	Sample	25
3	8	3	4	Sample-X-1-4	Sample	12.5
3	8	4	1	Sample-X-1-5	Sample	6.25
3	8	4	2	Sample-X-1-6	Sample	3.125
3	8	4	3	Sample-X-1-7	Sample	1.5625
3	8	4	4	PosCtrl	PosCtrl	100
3	9	1	1	Sample-X-1-1	Sample	100
3	9	1	2	Sample-X-1-2	Sample	50
3	9	1	3	Sample-X-1-3	Sample	25
3	9	1	4	Sample-X-1-4	Sample	12.5
3	9	2	1	Sample-X-1-5	Sample	6.25
3	9	2	2	Sample-X-1-6	Sample	3.125
3	9	2	3	Sample-X-1-7	Sample	1.5625
3	9	2	4	NegCtrl	NegCtrl	0
3	9	3	1	Sample-X-1-1	Sample	100
3	9	3	2	Sample-X-1-2	Sample	50
3	9	3	3	Sample-X-1-3	Sample	25
3	9	3	4	Sample-X-1-4	Sample	12.5
3	9	4	1	Sample-X-1-5	Sample	6.25
3	9	4	2	Sample-X-1-6	Sample	3.125
3	9	4	3	Sample-X-1-7	Sample	1.5625
3	9	4	4	PosCtrl	PosCtrl	100
3	10	1	1	Sample-X-1-1	Sample	100
3	10	1	2	Sample-X-1-2	Sample	50
3	10	1	3	Sample-X-1-3	Sample	25
3	10	1	4	Sample-X-1-4	Sample	12.5
3	10	2	1	Sample-X-1-5	Sample	6.25
3	10	2	2	Sample-X-1-6	Sample	3.125
3	10	2	3	Sample-X-1-7	Sample	1.5625
3	10	2	4	NegCtrl	NegCtrl	0
3	10	3	1	Sample-X-1-1	Sample	100
3	10	3	2	Sample-X-1-2	Sample	50
3	10	3	3	Sample-X-1-3	Sample	25
3	10	3	4	Sample-X-1-4	Sample	12.5
3	10	4	1	Sample-X-1-5	Sample	6.25
3	10	4	2	Sample-X-1-6	Sample	3.125
3	10	4	3	Sample-X-1-7	Sample	1.5625
3	10	4	4	PosCtrl	PosCtrl	100
3	11	1	1	Sample-X-1-1	Sample	100
3	11	1	2	Sample-X-1-2	Sample	50
3	11	1	3	Sample-X-1-3	Sample	25
3	11	1	4	Sample-X-1-4	Sample	12.5
3	11	2	1	Sample-X-1-5	Sample	6.25
3	11	2	2	Sample-X-1-6	Sample	3.125
3	11	2	3	Sample-X-1-7	Sample	1.5625
3	11	2	4	NegCtrl	NegCtrl	0
3	11	3	1	Sample-X-1-1	Sample	100
3	11	3	2	Sample-X-1-2	Sample	50
3	11	3	3	Sample-X-1-3	Sample	25
3	11	3	4	Sample-X-1-4	Sample	12.5
3	11	4	1	Sample-X-1-5	Sample	6.25
3	11	4	2	Sample-X-1-6	Sample	3.125
3	11	4	3	Sample-X-1-7	Sample	1.5625
3	11	4	4	PosCtrl	PosCtrl	100
3	12	1	1	Sample-X-1-1	Sample	100
3	12	1	2	Sample-X-1-2	Sample	50
3	12	1	3	Sample-X-1-3	Sample	25
3	12	1	4	Sample-X-1-4	Sample	12.5
3	12	2	1	Sample-X-1-5	Sample	6.25
3	12	2	2	Sample-X-1-6	Sample	3.125
3	12	2	3	Sample-X-1-7	Sample	1.5625
3	12	2	4	NegCtrl	NegCtrl	0
3	12	3	1	Sample-X-1-1	Sample	100
3	12	3	2	Sample-X-1-2	Sample	50
3	12	3	3	Sample-X-1-3	Sample	25
3	12	3	4	Sample-X-1-4	Sample	12.5
3	12	4	1	Sample-X-1-5	Sample	6.25
3	12	4	2	Sample-X-1-6	Sample	3.125
3	12	4	3	Sample-X-1-7	Sample	1.5625
3	12	4	4	PosCtrl	PosCtrl	100
4	1	1	1	Sample-X-1-1	Sample	100
4	1	1	2	Sample-X-1-2	Sample	50
4	1	1	3	Sample-X-1-3	Sample	25
4	1	1	4	Sample-X-1-4	Sample	12.5
4	1	2	1	Sample-X-1-5	Sample	6.25
4	1	2	2	Sample-X-1-6	Sample	3.125
4	1	2	3	Sample-X-1-7	Sample	1.5625
4	1	2	4	NegCtrl	NegCtrl	0
4	1	3	1	Sample-X-1-1	Sample	100
4	1	3	2	Sample-X-1-2	Sample	50
4	1	3	3	Sample-X-1-3	Sample	25
4	1	3	4	Sample-X-1-4	Sample	12.5
4	1	4	1	Sample-X-1-5	Sample	6.25
4	1	4	2	Sample-X-1-6	Sample	3.125
4	1	4	3	Sample-X-1-7	Sample	1.5625
4	1	4	4	PosCtrl	PosCtrl	100
4	2	1	1	Sample-X-1-1	Sample	100
4	2	1	2	Sample-X-1-2	Sample	50
4	2	1	3	Sample-X-1-3	Sample	25
4	2	1	4	Sample-X-1-4	Sample	12.5
4	2	2	1	Sample-X-1-5	Sample	6.25
4	2	2	2	Sample-X-1-6	Sample	3.125
4	2	2	3	Sample-X-1-7	Sample	1.5625
4	2	2	4	NegCtrl	NegCtrl	0
4	2	3	1	Sample-X-1-1	Sample	100
4	2	3	2	Sample-X-1-2	Sample	50
4	2	3	3	Sample-X-1-3	Sample	25
4	2	3	4	Sample-X-1-4	Sample	12.5
4	2	4	1	Sample-X-1-5	Sample	6.25
4	2	4	2	Sample-X-1-6	Sample	3.125
4	2	4	3	Sample-X-1-7	Sample	1.5625
4	2	4	4	PosCtrl	PosCtrl	100
4	3	1	1	Sample-X-1-1	Sample	100
4	3	1	2	Sample-X-1-2	Sample	50
4	3	1	3	Sample-X-1-3	Sample	25
4	3	1	4	Sample-X-1-4	Sample	12.5
4	3	2	1	Sample-X-1-5	Sample	6.25
4	3	2	2	Sample-X-1-6	Sample	3.125
4	3	2	3	Sample-X-1-7	Sample	1.5625
4	3	2	4	NegCtrl	NegCtrl	0
4	3	3	1	Sample-X-1-1	Sample	100
4	3	3	2	Sample-X-1-2	Sample	50
4	3	3	3	Sample-X-1-3	Sample	25
4	3	3	4	Sample-X-1-4	Sample	12.5
4	3	4	1	Sample-X-1-5	Sample	6.25
4	3	4	2	Sample-X-1-6	Sample	3.125
4	3	4	3	Sample-X-1-7	Sample	1.5625
4	3	4	4	PosCtrl	PosCtrl	100
4	4	1	1	Sample-X-1-1	Sample	100
4	4	1	2	Sample-X-1-2	Sample	50
4	4	1	3	Sample-X-1-3	Sample	25
4	4	1	4	Sample-X-1-4	Sample	12.5
4	4	2	1	Sample-X-1-5	Sample	6.25
4	4	2	2	Sample-X-1-6	Sample	3.125
4	4	2	3	Sample-X-1-7	Sample	1.5625
4	4	2	4	NegCtrl	NegCtrl	0
4	4	3	1	Sample-X-1-1	Sample	100
4	4	3	2	Sample-X-1-2	Sample	50
4	4	3	3	Sample-X-1-3	Sample	25
4	4	3	4	Sample-X-1-4	Sample	12.5
4	4	4	1	Sample-X-1-5	Sample	6.25
4	4	4	2	Sample-X-1-6	Sample	3.125
4	4	4	3	Sample-X-1-7	Sample	1.5625
4	4	4	4	PosCtrl	PosCtrl	100
4	5	1	1	Sample-X-1-1	Sample	100
4	5	1	2	Sample-X-1-2	Sample	50
4	5	1	3	Sample-X-1-3	Sample	25
4	5	1	4	Sample-X-1-4	Sample	12.5
4	5	2	1	Sample-X-1-5	Sample	6.25
4	5	2	2	Sample-X-1-6	Sample	3.125
4	5	2	3	Sample-X-1-7	Sample	1.5625
4	5	2	4	NegCtrl	NegCtrl	0
4	5	3	1	Sample-X-1-1	Sample	100
4	5	3	2	Sample-X-1-2	Sample	50
4	5	3	3	Sample-X-1-3	Sample	25
4	5	3	4	Sample-X-1-4	Sample	12.5
4	5	4	1	Sample-X-1-5	Sample	6.25
4	5	4	2	Sample-X-1-6	Sample	3.125
4	5	4	3	Sample-X-1-7	Sample	1.5625
4	5	4	4	PosCtrl	PosCtrl	100
4	6	1	1	Sample-X-1-1	Sample	100
4	6	1	2	Sample-X-1-2	Sample	50
4	6	1	3	Sample-X-1-3	Sample	25
4	6	1	4	Sample-X-1-4	Sample	12.5
4	6	2	1	Sample-X-1-5	Sample	6.25
4	6	2	2	Sample-X-1-6	Sample	3.125
4	6	2	3	Sample-X-1-7	Sample	1.5625
4	6	2	4	NegCtrl	NegCtrl	0
4	6	3	1	Sample-X-1-1	Sample	100
4	6	3	2	Sample-X-1-2	Sample	50
4	6	3	3	Sample-X-1-3	Sample	25
4	6	3	4	Sample-X-1-4	Sample	12.5
4	6	4	1	Sample-X-1-5	Sample	6.25
4	6	4	2	Sample-X-1-6	Sample	3.125
4	6	4	3	Sample-X-1-7	Sample	1.5625
4	6	4	4	PosCtrl	PosCtrl	100
4	7	1	1	Sample-X-1-1	Sample	100
4	7	1	2	Sample-X-1-2	Sample	50
4	7	1	3	Sample-X-1-3	Sample	25
4	7	1	4	Sample-X-1-4	Sample	12.5
4	7	2	1	Sample-X-1-5	Sample	6.25
4	7	2	2	Sample-X-1-6	Sample	3.125
4	7	2	3	Sample-X-1-7	Sample	1.5625
4	7	2	4	NegCtrl	NegCtrl	0
4	7	3	1	Sample-X-1-1	Sample	100
4	7	3	2	Sample-X-1-2	Sample	50
4	7	3	3	Sample-X-1-3	Sample	25
4	7	3	4	Sample-X-1-4	Sample	12.5
4	7	4	1	Sample-X-1-5	Sample	6.25
4	7	4	2	Sample-X-1-6	Sample	3.125
4	7	4	3	Sample-X-1-7	Sample	1.5625
4	7	4	4	PosCtrl	PosCtrl	100
4	8	1	1	Sample-X-1-1	Sample	100
4	8	1	2	Sample-X-1-2	Sample	50
4	8	1	3	Sample-X-1-3	Sample	25
4	8	1	4	Sample-X-1-4	Sample	12.5
4	8	2	1	Sample-X-1-5	Sample	6.25
4	8	2	2	Sample-X-1-6	Sample	3.125
4	8	2	3	Sample-X-1-7	Sample	1.5625
4	8	2	4	NegCtrl	NegCtrl	0
4	8	3	1	Sample-X-1-1	Sample	100
4	8	3	2	Sample-X-1-2	Sample	50
4	8	3	3	Sample-X-1-3	Sample	25
4	8	3	4	Sample-X-1-4	Sample	12.5
4	8	4	1	Sample-X-1-5	Sample	6.25
4	8	4	2	Sample-X-1-6	Sample	3.125
4	8	4	3	Sample-X-1-7	Sample	1.5625
4	8	4	4	PosCtrl	PosCtrl	100
4	9	1	1	Sample-X-1-1	Sample	100
4	9	1	2	Sample-X-1-2	Sample	50
4	9	1	3	Sample-X-1-3	Sample	25
4	9	1	4	Sample-X-1-4	Sample	12.5
4	9	2	1	Sample-X-1-5	Sample	6.25
4	9	2	2	Sample-X-1-6	Sample	3.125
4	9	2	3	Sample-X-1-7	Sample	1.5625
4	9	2	4	NegCtrl	NegCtrl	0
4	9	3	1	Sample-X-1-1	Sample	100
4	9	3	2	Sample-X-1-2	Sample	50
4	9	3	3	Sample-X-1-3	Sample	25
4	9	3	4	Sample-X-1-4	Sample	12.5
4	9	4	1	Sample-X-1-5	Sample	6.25
4	9	4	2	Sample-X-1-6	Sample	3.125
4	9	4	3	Sample-X-1-7	Sample	1.5625
4	9	4	4	PosCtrl	PosCtrl	100
4	10	1	1	Sample-X-1-1	Sample	100
4	10	1	2	Sample-X-1-2	Sample	50
4	10	1	3	Sample-X-1-3	Sample	25
4	10	1	4	Sample-X-1-4	Sample	12.5
4	10	2	1	Sample-X-1-5	Sample	6.25
4	10	2	2	Sample-X-1-6	Sample	3.125
4	10	2	3	Sample-X-1-7	Sample	1.5625
4	10	2	4	NegCtrl	NegCtrl	0
4	10	3	1	Sample-X-1-1	Sample	100
4	10	3	2	Sample-X-1-2	Sample	50
4	10	3	3	Sample-X-1-3	Sample	25
4	10	3	4	Sample-X-1-4	Sample	12.5
4	10	4	1	Sample-X-1-5	Sample	6.25
4	10	4	2	Sample-X-1-6	Sample	3.125
4	10	4	3	Sample-X-1-7	Sample	1.5625
4	10	4	4	PosCtrl	PosCtrl	100
4	11	1	1	Sample-X-1-1	Sample	100
4	11	1	2	Sample-X-1-2	Sample	50
4	11	1	3	Sample-X-1-3	Sample	25
4	11	1	4	Sample-X-1-4	Sample	12.5
4	11	2	1	Sample-X-1-5	Sample	6.25
4	11	2	2	Sample-X-1-6	Sample	3.125
4	11	2	3	Sample-X-1-7	Sample	1.5625
4	11	2	4	NegCtrl	NegCtrl	0
4	11	3	1	Sample-X-1-1	Sample	100
4	11	3	2	Sample-X-1-2	Sample	50
4	11	3	3	Sample-X-1-3	Sample	25
4	11	3	4	Sample-X-1-4	Sample	12.5
4	11	4	1	Sample-X-1-5	Sample	6.25
4	11	4	2	Sample-X-1-6	Sample	3.125
4	11	4	3	Sample-X-1-7	Sample	1.5625
4	11	4	4	PosCtrl	PosCtrl	100
4	12	1	1	Sample-X-1-1	Sample	100
4	12	1	2	Sample-X-1-2	Sample	50
4	12	1	3	Sample-X-1-3	Sample	25
4	12	1	4	Sample-X-1-4	Sample	12.5
4	12	2	1	Sample-X-1-5	Sample	6.25
4	12	2	2	Sample-X-1-6	Sample	3.125
4	12	2	3	Sample-X-1-7	Sample	1.5625
4	12	2	4	NegCtrl	NegCtrl	0
4	12	3	1	Sample-X-1-1	Sample	100
4	12	3	2	Sample-X-1-2	Sample	50
4	12	3	3	Sample-X-1-3	Sample	25
4	12	3	4	Sample-X-1-4	Sample	12.5
4	12	4	1	Sample-X-1-5	Sample	6.25
4	12	4	2	Sample-X-1-6	Sample	3.125
4	12	4	3	Sample-X-1-7	Sample	1.5625
4	12	4	4	PosCtrl	PosCtrl	100
